Date/Time,Code Space,ID,Sensor 1,Units 1,Sensor 2,Units 2,Transmitter Name,Transmitter S/N,Receiver Name,Receiver S/N,Station Name,Station Latitude,Station Longitude
2011-02-08 10:08:52,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:14:31,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:15:51,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:23:57,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:39:59,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:41:51,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:43:20,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:45:25,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:47:22,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:49:03,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:50:11,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:51:34,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:53:25,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 10:58:53,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 11:07:28,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 11:08:43,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 12:36:56,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 12:38:32,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 12:47:40,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 12:48:51,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 13:18:45,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 13:20:18,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 13:30:51,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 13:32:28,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 13:38:01,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 13:42:02,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 13:43:43,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 13:44:50,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 14:04:18,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:09:15,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:14:00,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:15:22,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:24:49,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:26:44,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:28:20,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:29:19,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:30:24,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:31:39,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:33:16,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:35:24,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:38:32,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:41:42,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:44:59,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:46:34,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:47:30,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:48:28,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:49:31,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:50:43,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:52:13,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:54:20,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:56:20,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:58:06,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 18:59:25,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:01:09,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:02:22,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:03:56,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:04:51,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:05:47,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:06:44,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:07:46,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:08:55,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:10:18,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:12:12,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:13:47,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:14:43,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
2011-02-08 19:15:41,A69-1303,46173,,,,,,,VR2W-111422,111422,,,
